Date,Run Number,Tank Number,Total length (mm),Weight (g),Condition Factor,Temperature ,Salinity (ppt),Time (s),Time (hr),Loop,Speed (Hz),Computer MO2,MO2 (mmol/kg/hr),CH 1 R^2,Slope (% air sat/hr),Phase Time,Comments
4/4/2018,S6_3,4,167,54,1.15942950056715,27.0,29.35,45119,12.53,94,150,351.1,21.94,0.981,-57.061,F300/W60/M120,
4/4/2018,S6_3,4,167,54,1.15942950056715,27.0,29.35,45599,12.67,95,150,398.8,24.93,0.981,-64.825,F300/W60/M120,
4/4/2018,S6_3,4,167,54,1.15942950056715,27.0,29.35,46079,12.80,96,150,403.8,25.24,0.988,-65.625,F300/W60/M120,
4/4/2018,S6_3,4,167,54,1.15942950056715,27.0,29.35,46559,12.93,97,150,432.7,27.04,0.99,-70.33,F300/W60/M120,
4/4/2018,S6_3,4,167,54,1.15942950056715,27.0,29.35,47039,13.07,98,150,378.1,23.63,0.986,-61.451,F300/W60/M120,
4/4/2018,S6_3,4,167,54,1.15942950056715,27.0,29.35,47519,13.20,99,150,331.9,20.74,0.987,-53.953,F300/W60/M120,
4/4/2018,S6_3,4,167,54,1.15942950056715,27.0,29.35,47999,13.33,100,150,371.7,23.23,0.982,-60.414,F300/W60/M120,
4/4/2018,S6_3,4,167,54,1.15942950056715,27.0,29.35,48479,13.47,101,150,406.3,25.39,0.993,-66.046,F300/W60/M120,
4/4/2018,S6_3,4,167,54,1.15942950056715,27.0,29.35,48959,13.60,102,150,363.9,22.74,0.987,-59.145,F300/W60/M120,
4/4/2018,S6_3,4,167,54,1.15942950056715,27.0,29.35,49439,13.73,103,150,383.7,23.98,0.976,-62.357,F300/W60/M120,
4/4/2018,S6_3,4,167,54,1.15942950056715,27.0,29.35,49919,13.87,104,150,325.8,20.36,0.977,-52.959,F300/W60/M120,
4/4/2018,S6_3,4,167,54,1.15942950056715,27.0,29.35,50399,14.00,105,150,367,22.94,0.975,-59.649,F300/W60/M120,
4/4/2018,S6_3,4,167,54,1.15942950056715,27.0,29.35,50879,14.13,106,150,320.3,20.02,0.974,-52.06,F300/W60/M120,
4/4/2018,S6_3,4,167,54,1.15942950056715,27.0,29.35,51359,14.27,107,150,541.8,33.86,0.991,-88.054,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,480,0.13,1,150,603,37.69,0.994,-113.325,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,960,0.27,2,150,409.2,25.58,0.993,-76.898,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,1440,0.40,3,150,380.1,23.76,0.991,-71.43,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,1920,0.53,4,150,342.6,21.41,0.989,-64.377,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,2400,0.67,5,150,369.7,23.11,0.995,-69.472,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,2880,0.80,6,150,361.9,22.62,0.988,-68.004,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,3360,0.93,7,150,349.2,21.83,0.993,-65.618,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,3840,1.07,8,150,343.2,21.45,0.991,-64.499,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,4320,1.20,9,150,454.2,28.39,0.986,-85.357,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,4800,1.33,10,150,435.4,27.21,0.992,-81.829,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,5280,1.47,11,150,313.9,19.62,0.992,-58.987,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,5760,1.60,12,150,272.5,17.03,0.984,-51.21,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,6240,1.73,13,150,272.3,17.02,0.985,-51.167,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,6720,1.87,14,150,266,16.63,0.977,-49.984,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,7200,2.00,15,150,258.3,16.14,0.988,-48.531,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,7680,2.13,16,150,269.9,16.87,0.991,-50.712,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,8160,2.27,17,150,231.8,14.49,0.983,-43.558,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,8640,2.40,18,150,334.7,20.92,0.99,-62.895,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,9120,2.53,19,150,371.7,23.23,0.995,-69.853,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,9600,2.67,20,150,271.9,16.99,0.987,-51.092,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,10080,2.80,21,150,279.5,17.47,0.989,-52.525,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,10560,2.93,22,150,399.6,24.98,0.993,-75.087,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,11040,3.07,23,150,247.6,15.48,0.986,-46.535,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,11520,3.20,24,150,346.4,21.65,0.99,-65.104,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,12000,3.33,25,150,323.4,20.21,0.991,-60.772,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,12480,3.47,26,150,324.6,20.29,0.993,-61.004,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,12960,3.60,27,150,361.6,22.60,0.984,-67.951,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,13440,3.73,28,150,311,19.44,0.977,-58.444,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,13920,3.87,29,150,232.3,14.52,0.973,-43.645,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,14400,4.00,30,150,309.8,19.36,0.985,-58.218,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,14880,4.13,31,150,330.9,20.68,0.987,-62.184,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,15360,4.27,32,150,323.2,20.20,0.987,-60.745,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,15840,4.40,33,150,284.3,17.77,0.986,-53.419,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,16320,4.53,34,150,305,19.06,0.988,-57.325,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,16800,4.67,35,150,256.6,16.04,0.989,-48.218,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,17280,4.80,36,150,296,18.50,0.99,-55.618,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,17760,4.93,37,150,270.4,16.90,0.982,-50.817,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,18240,5.07,38,150,271.5,16.97,0.983,-51.025,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,18720,5.20,39,150,285.9,17.87,0.974,-53.719,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,19200,5.33,40,150,292.5,18.28,0.983,-54.961,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,19680,5.47,41,150,254.1,15.88,0.982,-47.757,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,20160,5.60,42,150,277.4,17.34,0.97,-52.135,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,20640,5.73,43,150,244.7,15.29,0.985,-45.987,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,21120,5.87,44,150,243.7,15.23,0.985,-45.788,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,21600,6.00,45,150,225.6,14.10,0.985,-42.39,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,22080,6.13,46,150,227.4,14.21,0.983,-42.736,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,22560,6.27,47,150,213.6,13.35,0.973,-40.134,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,23040,6.40,48,150,231.6,14.48,0.973,-43.53,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,23520,6.53,49,150,212.3,13.27,0.966,-39.898,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,24000,6.67,50,150,217.8,13.61,0.98,-40.937,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,24480,6.80,51,150,232.5,14.53,0.956,-43.686,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,24960,6.93,52,150,306.2,19.14,0.99,-57.535,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,25440,7.07,53,150,244.2,15.26,0.978,-45.895,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,25920,7.20,54,150,284.2,17.76,0.988,-53.412,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,26400,7.33,55,150,313,19.56,0.991,-58.819,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,26880,7.47,56,150,340.7,21.29,0.994,-64.028,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,27360,7.60,57,150,321.9,20.12,0.99,-60.501,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,27840,7.73,58,150,305.2,19.08,0.983,-57.351,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,28320,7.87,59,150,249.7,15.61,0.979,-46.916,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,28800,8.00,60,150,340.7,21.29,0.989,-64.021,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,29280,8.13,61,150,278.6,17.41,0.989,-52.359,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,29760,8.27,62,150,257.4,16.09,0.979,-48.373,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,30240,8.40,63,150,200.6,12.54,0.966,-37.699,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,30720,8.53,64,150,210.8,13.18,0.982,-39.61,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,31200,8.67,65,150,317.1,19.82,0.984,-59.592,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,31680,8.80,66,150,308.6,19.29,0.985,-58,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,32160,8.93,67,150,339.8,21.24,0.992,-63.86,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,32640,9.07,68,150,238.8,14.93,0.983,-44.882,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,33120,9.20,69,150,216,13.50,0.973,-40.59,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,33600,9.33,70,150,209.2,13.08,0.975,-39.307,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,34080,9.47,71,150,320.7,20.04,0.986,-60.274,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,34560,9.60,72,150,255.1,15.94,0.989,-47.943,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,35040,9.73,73,150,348.5,21.78,0.99,-65.484,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,35520,9.87,74,150,338.2,21.14,0.982,-63.55,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,36000,10.00,75,150,376.6,23.54,0.991,-70.771,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,36480,10.13,76,150,230.4,14.40,0.967,-43.295,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,36960,10.27,77,150,254.6,15.91,0.984,-47.842,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,37440,10.40,78,150,298.4,18.65,0.966,-56.071,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,37920,10.53,79,150,317.4,19.84,0.991,-59.652,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,38400,10.67,80,150,328.6,20.54,0.994,-61.76,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,38880,10.80,81,150,331.6,20.73,0.991,-62.32,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,39360,10.93,82,150,393,24.56,0.988,-73.848,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,39840,11.07,83,150,400.3,25.02,0.988,-75.218,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,40320,11.20,84,150,362,22.63,0.993,-68.032,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,40800,11.33,85,150,332.4,20.78,0.988,-62.473,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,41280,11.47,86,150,348.7,21.79,0.983,-65.531,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,41760,11.60,87,150,287,17.94,0.986,-53.939,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,42240,11.73,88,150,281.8,17.61,0.972,-52.96,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,42720,11.87,89,150,279.8,17.49,0.974,-52.575,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,43200,12.00,90,150,306.1,19.13,0.981,-57.518,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,43680,12.13,91,150,235.3,14.71,0.981,-44.225,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,44160,12.27,92,150,257.4,16.09,0.969,-48.37,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,44640,12.40,93,150,356.8,22.30,0.985,-67.048,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,45120,12.53,94,150,334.1,20.88,0.988,-62.79,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,45600,12.67,95,150,294.7,18.42,0.98,-55.386,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,46080,12.80,96,150,268,16.75,0.983,-50.364,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,46560,12.93,97,150,363.4,22.71,0.989,-68.291,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,47040,13.07,98,150,372,23.25,0.99,-69.911,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,47520,13.20,99,150,350.1,21.88,0.987,-65.8,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,48000,13.33,100,150,387,24.19,0.991,-72.72,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,48480,13.47,101,150,377.3,23.58,0.989,-70.897,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,48960,13.60,102,150,355.8,22.24,0.987,-66.853,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,49440,13.73,103,150,314.5,19.66,0.986,-59.101,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,49920,13.87,104,150,347.7,21.73,0.987,-65.348,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,50400,14.00,105,150,308,19.25,0.983,-57.874,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,50880,14.13,106,150,290.5,18.16,0.982,-54.588,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,51360,14.27,107,150,327.7,20.48,0.988,-61.587,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,51840,14.40,108,150,333.5,20.84,0.987,-62.664,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,52320,14.53,109,150,349.6,21.85,0.987,-65.704,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,52800,14.67,110,150,337.9,21.12,0.989,-63.499,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,53280,14.80,111,150,312.6,19.54,0.985,-58.736,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,53760,14.93,112,150,384.3,24.02,0.992,-72.219,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,54240,15.07,113,150,350.2,21.89,0.984,-65.812,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,54720,15.20,114,150,351.6,21.98,0.992,-66.076,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,55200,15.33,115,150,308.1,19.26,0.987,-57.895,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,55680,15.47,116,150,308.5,19.28,0.984,-57.966,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,56160,15.60,117,150,206.4,12.90,0.979,-38.787,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,56640,15.73,118,150,242.8,15.18,0.974,-45.623,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,57120,15.87,119,150,360.8,22.55,0.986,-67.8,F300/W60/M120,
4/5/2018,S6_4,10,169,59,1.22233964509472,29.2,29.70,57600,16.00,120,150,251.8,15.74,0.972,-47.312,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,480,0.13,1,150,686.5,42.91,0.99,-98.898,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,960,0.27,2,150,516.9,32.31,0.991,-74.461,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,1440,0.40,3,150,465.2,29.08,0.991,-67.015,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,1920,0.53,4,150,443.3,27.71,0.986,-63.867,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,2400,0.67,5,150,365.7,22.86,0.99,-52.686,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,2880,0.80,6,150,334.7,20.92,0.984,-48.221,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,3360,0.93,7,150,303.1,18.94,0.973,-43.67,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,3840,1.07,8,150,304.6,19.04,0.967,-43.882,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,4320,1.20,9,150,297.2,18.58,0.984,-42.819,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,4800,1.33,10,150,277.1,17.32,0.956,-39.916,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,5280,1.47,11,150,343.1,21.44,0.982,-49.434,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,5760,1.60,12,150,264.8,16.55,0.969,-38.154,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,6240,1.73,13,150,272.1,17.01,0.969,-39.2,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,6720,1.87,14,150,446.9,27.93,0.98,-64.374,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,7200,2.00,15,150,306.3,19.14,0.956,-44.128,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,7680,2.13,16,150,275.3,17.21,0.948,-39.663,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,8160,2.27,17,150,254.6,15.91,0.968,-36.671,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,8640,2.40,18,150,233,14.56,0.972,-33.563,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,9120,2.53,19,150,268.6,16.79,0.965,-38.698,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,9600,2.67,20,150,270.6,16.91,0.97,-38.985,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,10080,2.80,21,150,359.1,22.44,0.924,-51.736,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,10560,2.93,22,150,328,20.50,0.973,-47.255,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,11040,3.07,23,150,293.5,18.34,0.98,-42.278,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,11520,3.20,24,150,254.3,15.89,0.965,-36.636,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,12000,3.33,25,150,248,15.50,0.939,-35.723,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,12480,3.47,26,150,294.8,18.43,0.964,-42.472,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,12960,3.60,27,150,252.9,15.81,0.97,-36.431,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,13440,3.73,28,150,247.9,15.49,0.93,-35.714,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,13920,3.87,29,150,235.1,14.69,0.941,-33.871,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,14400,4.00,30,150,267.9,16.74,0.947,-38.589,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,14880,4.13,31,150,273.3,17.08,0.96,-39.378,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,15360,4.27,32,150,265.3,16.58,0.961,-38.217,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,15840,4.40,33,150,256.2,16.01,0.947,-36.907,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,16320,4.53,34,150,232.3,14.52,0.955,-33.459,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,16800,4.67,35,150,249.9,15.62,0.957,-35.996,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,17280,4.80,36,150,301.9,18.87,0.958,-43.496,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,17760,4.93,37,150,292.9,18.31,0.964,-42.2,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,18240,5.07,38,150,451.9,28.24,0.911,-65.104,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,18720,5.20,39,150,372.5,23.28,0.968,-53.659,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,19200,5.33,40,150,384.8,24.05,0.975,-55.441,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,19680,5.47,41,150,288.5,18.03,0.975,-41.564,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,20160,5.60,42,150,315.9,19.74,0.951,-45.511,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,20640,5.73,43,150,241.3,15.08,0.966,-34.76,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,21120,5.87,44,150,277.5,17.34,0.959,-39.979,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,21600,6.00,45,150,296.1,18.51,0.967,-42.65,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,22080,6.13,46,150,266.1,16.63,0.951,-38.333,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,22560,6.27,47,150,234.5,14.66,0.954,-33.788,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,23040,6.40,48,150,294.8,18.43,0.976,-42.465,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,23520,6.53,49,150,327.2,20.45,0.968,-47.13,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,24000,6.67,50,150,246.5,15.41,0.935,-35.509,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,24480,6.80,51,150,250.6,15.66,0.945,-36.108,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,24960,6.93,52,150,254.7,15.92,0.948,-36.697,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,25440,7.07,53,150,262.7,16.42,0.961,-37.839,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,25920,7.20,54,150,294.9,18.43,0.94,-42.481,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,26400,7.33,55,150,312.6,19.54,0.945,-45.039,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,26880,7.47,56,150,244.8,15.30,0.957,-35.264,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,27360,7.60,57,150,283.8,17.74,0.954,-40.884,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,27840,7.73,58,150,276.8,17.30,0.967,-39.876,F300/W60/M120,
4/6/2018,S7_1,3,165,43,0.957230709296825,32.5,29.97,28320,7.87,59,150,258,16.13,0.958,-37.166,F300/W60/M120,
