Date,Run Number,Tank Number,Total length (mm),Weight (g),Condition Factor,Temperature ,Salinity (ppt),Time (s),Time (hr),Loop,Speed (Hz),Computer MO2,MO2 (mmol/kg/hr),CH 1 R^2,Slope (% air sat/hr),Phase Time,Comments
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,31680,8.80,66,150,320.2,20.01,0.974,-45.588,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,32160,8.93,67,150,330.8,20.68,0.986,-47.104,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,32640,9.07,68,150,336,21.00,0.974,-47.837,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,33120,9.20,69,150,281.3,17.58,0.972,-40.047,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,33600,9.33,70,150,385.4,24.09,0.989,-54.88,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,34080,9.47,71,150,410.6,25.66,0.989,-58.464,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,34560,9.60,72,150,276.4,17.28,0.976,-39.361,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,35040,9.73,73,150,186.2,11.64,0.927,-26.509,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,35520,9.87,74,150,265.4,16.59,0.983,-37.792,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,36000,10.00,75,150,296,18.50,0.98,-42.139,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,36480,10.13,76,150,221.9,13.87,0.972,-31.59,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,36960,10.27,77,150,209.5,13.09,0.96,-29.836,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,37440,10.40,78,150,183.7,11.48,0.961,-26.157,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,37920,10.53,79,150,388.3,24.27,0.973,-55.285,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,38400,10.67,80,150,382.4,23.90,0.983,-54.441,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,38880,10.80,81,150,321.9,20.12,0.989,-45.827,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,39360,10.93,82,150,354.1,22.13,0.98,-50.418,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,39840,11.07,83,150,332,20.75,0.977,-47.275,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,40320,11.20,84,150,344.2,21.51,0.986,-49.011,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,40800,11.33,85,150,375.9,23.49,0.983,-53.528,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,41280,11.47,86,150,291.3,18.21,0.987,-41.474,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,41760,11.60,87,150,288,18.00,0.963,-41.011,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,42240,11.73,88,150,301.2,18.83,0.98,-42.883,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,42720,11.87,89,150,383,23.94,0.992,-54.527,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,43200,12.00,90,150,316.5,19.78,0.969,-45.071,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,43680,12.13,91,150,339.1,21.19,0.974,-48.288,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,44160,12.27,92,150,308,19.25,0.97,-43.858,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,44640,12.40,93,150,359.6,22.48,0.982,-51.197,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,45120,12.53,94,150,404.8,25.30,0.992,-57.631,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,45600,12.67,95,150,432,27.00,0.991,-61.503,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,46080,12.80,96,150,397.8,24.86,0.987,-56.642,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,46560,12.93,97,150,439.9,27.49,0.99,-62.637,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,47040,13.07,98,150,507.5,31.72,0.992,-72.262,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,47520,13.20,99,150,408.1,25.51,0.994,-58.107,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,48000,13.33,100,150,304.8,19.05,0.972,-43.403,F300/W60/M120,
3/25/2018,S4_1,5,166,49.8,1.08869211786907,23.7,30.14,48480,13.47,101,150,219.9,13.74,0.971,-31.313,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,480,0.13,1,150,575.6,35.98,0.986,-68.553,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,960,0.27,2,150,441,27.56,0.958,-52.518,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,1440,0.40,3,150,499.6,31.23,0.98,-59.502,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,1920,0.53,4,150,527.5,32.97,0.989,-62.822,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,2400,0.67,5,150,487.6,30.48,0.984,-58.069,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,2880,0.80,6,150,494.2,30.89,0.986,-58.854,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,3360,0.93,7,150,555.1,34.70,0.981,-66.113,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,3840,1.07,8,150,510.6,31.91,0.985,-60.808,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,4320,1.20,9,150,481.6,30.10,0.991,-57.358,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,4800,1.33,10,150,520.6,32.54,0.989,-62,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,5280,1.47,11,150,467.7,29.23,0.976,-55.694,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,5760,1.60,12,150,418.5,26.16,0.974,-49.835,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,6240,1.73,13,150,395.7,24.73,0.981,-47.12,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,6720,1.87,14,150,428.1,26.76,0.98,-50.982,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,7200,2.00,15,150,418.2,26.14,0.975,-49.799,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,7680,2.13,16,150,442.4,27.65,0.98,-52.686,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,8160,2.27,17,150,371.6,23.23,0.963,-44.255,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,8640,2.40,18,150,367.3,22.96,0.97,-43.742,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,9120,2.53,19,150,377,23.56,0.978,-44.896,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,9600,2.67,20,150,643.6,40.23,0.987,-76.653,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,10080,2.80,21,150,330.4,20.65,0.982,-39.352,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,10560,2.93,22,150,307.8,19.24,0.941,-36.659,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,11040,3.07,23,150,312.6,19.54,0.951,-37.229,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,11520,3.20,24,150,346.1,21.63,0.97,-41.218,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,12000,3.33,25,150,324,20.25,0.953,-38.59,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,12480,3.47,26,150,344.1,21.51,0.976,-40.985,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,12960,3.60,27,150,353,22.06,0.962,-42.034,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,13440,3.73,28,150,324.7,20.29,0.953,-38.666,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,13920,3.87,29,150,336.4,21.03,0.947,-40.063,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,14400,4.00,30,150,311.3,19.46,0.956,-37.069,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,14880,4.13,31,150,338.5,21.16,0.969,-40.317,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,15360,4.27,32,150,372.7,23.29,0.953,-44.386,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,15840,4.40,33,150,331.2,20.70,0.975,-39.447,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,16320,4.53,34,150,340,21.25,0.957,-40.497,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,16800,4.67,35,150,352.3,22.02,0.946,-41.952,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,17280,4.80,36,150,379.4,23.71,0.977,-45.182,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,17760,4.93,37,150,329.5,20.59,0.952,-39.24,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,18240,5.07,38,150,349.2,21.83,0.961,-41.588,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,18720,5.20,39,150,300.2,18.76,0.962,-35.751,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,19200,5.33,40,150,402.1,25.13,0.978,-47.885,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,19680,5.47,41,150,321.3,20.08,0.966,-38.267,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,20160,5.60,42,150,326.3,20.39,0.952,-38.864,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,20640,5.73,43,150,294.7,18.42,0.966,-35.1,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,21120,5.87,44,150,338.3,21.14,0.961,-40.283,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,21600,6.00,45,150,320.8,20.05,0.967,-38.204,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,22080,6.13,46,150,326.2,20.39,0.962,-38.849,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,22560,6.27,47,150,309.7,19.36,0.965,-36.888,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,23040,6.40,48,150,321.2,20.08,0.946,-38.248,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,23520,6.53,49,150,305.1,19.07,0.938,-36.329,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,24000,6.67,50,150,299.3,18.71,0.967,-35.647,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,24480,6.80,51,150,290.9,18.18,0.94,-34.641,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,24960,6.93,52,150,309.7,19.36,0.967,-36.881,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,25440,7.07,53,150,307.4,19.21,0.944,-36.611,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,25920,7.20,54,150,313.2,19.58,0.953,-37.299,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,26400,7.33,55,150,295.2,18.45,0.966,-35.151,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,26880,7.47,56,150,295.7,18.48,0.932,-35.21,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,27360,7.60,57,150,307.6,19.23,0.941,-36.631,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,27840,7.73,58,150,308.8,19.30,0.945,-36.778,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,28320,7.87,59,150,325.8,20.36,0.953,-38.796,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,28800,8.00,60,150,303.2,18.95,0.929,-36.109,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,29280,8.13,61,150,332.1,20.76,0.948,-39.553,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,29760,8.27,62,150,330.6,20.66,0.96,-39.367,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,30240,8.40,63,150,312.4,19.53,0.946,-37.207,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,30720,8.53,64,150,330.7,20.67,0.953,-39.383,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,31200,8.67,65,150,410.7,25.67,0.968,-48.912,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,31680,8.80,66,150,285.4,17.84,0.953,-33.987,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,32160,8.93,67,150,308.4,19.28,0.977,-36.725,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,32640,9.07,68,150,366.4,22.90,0.942,-43.636,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,33120,9.20,69,150,336.8,21.05,0.959,-40.114,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,33600,9.33,70,150,333.7,20.86,0.976,-39.742,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,34080,9.47,71,150,338.6,21.16,0.958,-40.325,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,34560,9.60,72,150,378.8,23.68,0.976,-45.115,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,35040,9.73,73,150,312.7,19.54,0.943,-37.235,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,35520,9.87,74,150,348.3,21.77,0.956,-41.483,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,36000,10.00,75,150,302.8,18.93,0.955,-36.063,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,36480,10.13,76,150,299.2,18.70,0.945,-35.631,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,36960,10.27,77,150,399.6,24.98,0.973,-47.592,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,37440,10.40,78,150,334.5,20.91,0.959,-39.842,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,37920,10.53,79,150,302.1,18.88,0.93,-35.983,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,38400,10.67,80,150,297.3,18.58,0.958,-35.41,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,38880,10.80,81,150,287.5,17.97,0.959,-34.234,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,39360,10.93,82,150,343.8,21.49,0.936,-40.939,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,39840,11.07,83,150,281,17.56,0.938,-33.462,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,40320,11.20,84,150,378.4,23.65,0.946,-45.068,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,40800,11.33,85,150,341.9,21.37,0.953,-40.721,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,41280,11.47,86,150,326.4,20.40,0.955,-38.871,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,41760,11.60,87,150,287.9,17.99,0.933,-34.288,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,42240,11.73,88,150,322.1,20.13,0.953,-38.363,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,42720,11.87,89,150,333.7,20.86,0.967,-39.744,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,43200,12.00,90,150,282.2,17.64,0.936,-33.611,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,43680,12.13,91,150,362.9,22.68,0.926,-43.216,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,44160,12.27,92,150,298.5,18.66,0.946,-35.547,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,44640,12.40,93,150,417,26.06,0.967,-49.658,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,45120,12.53,94,150,390.6,24.41,0.961,-46.517,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,45600,12.67,95,150,451.7,28.23,0.981,-53.797,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,46080,12.80,96,150,517,32.31,0.97,-61.569,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,46560,12.93,97,150,575.9,36.00,0.989,-68.581,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,47040,13.07,98,150,505.8,31.61,0.982,-60.233,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,47520,13.20,99,150,400.4,25.03,0.978,-47.685,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,48000,13.33,100,150,600.7,37.55,0.978,-71.539,F300/W60/M120,
3/26/2018,S4_2,4,157,39.2,1.01294790321076,27.5,31.50,48480,13.47,101,150,258.6,16.16,0.913,-30.792,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,480,0.13,1,150,556.8,34.80,0.987,-87.954,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,960,0.27,2,150,478.4,29.90,0.984,-75.567,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,1440,0.40,3,150,468.1,29.26,0.973,-73.939,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,1920,0.53,4,150,435.2,27.20,0.975,-68.746,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,2400,0.67,5,150,433.9,27.12,0.977,-68.534,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,2880,0.80,6,150,412.4,25.78,0.978,-65.136,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,3360,0.93,7,150,365.4,22.84,0.967,-57.71,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,3840,1.07,8,150,637,39.81,0.97,-100.613,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,4320,1.20,9,150,470.3,29.39,0.985,-74.283,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,4800,1.33,10,150,332.2,20.76,0.96,-52.471,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,5280,1.47,11,150,354.9,22.18,0.975,-56.062,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,5760,1.60,12,150,283.2,17.70,0.975,-44.726,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,6240,1.73,13,150,266.4,16.65,0.952,-42.083,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,6720,1.87,14,150,279.2,17.45,0.974,-44.104,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,7200,2.00,15,150,258.5,16.16,0.954,-40.838,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,7680,2.13,16,150,301.1,18.82,0.958,-47.56,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,8160,2.27,17,150,298.1,18.63,0.973,-47.079,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,8640,2.40,18,150,308.2,19.26,0.954,-48.683,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,9120,2.53,19,150,313.4,19.59,0.962,-49.501,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,9600,2.67,20,150,247.9,15.49,0.964,-39.152,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,10080,2.80,21,150,273.2,17.08,0.942,-43.15,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,10560,2.93,22,150,284.8,17.80,0.958,-44.989,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,11040,3.07,23,150,308.5,19.28,0.95,-48.721,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,11520,3.20,24,150,270.9,16.93,0.96,-42.783,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,12000,3.33,25,150,278.1,17.38,0.97,-43.934,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,12480,3.47,26,150,274.9,17.18,0.946,-43.427,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,12960,3.60,27,150,304.9,19.06,0.955,-48.157,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,13440,3.73,28,150,259.7,16.23,0.939,-41.027,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,13920,3.87,29,150,286.4,17.90,0.943,-45.238,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,14400,4.00,30,150,270.7,16.92,0.933,-42.753,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,14880,4.13,31,150,301.2,18.83,0.95,-47.581,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,15360,4.27,32,150,293.5,18.34,0.961,-46.361,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,15840,4.40,33,150,288.1,18.01,0.956,-45.504,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,16320,4.53,34,150,263,16.44,0.939,-41.543,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,16800,4.67,35,150,268,16.75,0.957,-42.328,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,17280,4.80,36,150,523.4,32.71,0.844,-82.673,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,17760,4.93,37,150,400.7,25.04,0.965,-63.285,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,18240,5.07,38,150,391.2,24.45,0.979,-61.785,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,18720,5.20,39,150,316.9,19.81,0.938,-50.06,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,19200,5.33,40,150,288.8,18.05,0.932,-45.621,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,19680,5.47,41,150,287,17.94,0.95,-45.331,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,20160,5.60,42,150,283,17.69,0.965,-44.693,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,20640,5.73,43,150,266.7,16.67,0.959,-42.128,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,21120,5.87,44,150,271.5,16.97,0.963,-42.887,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,21600,6.00,45,150,282.7,17.67,0.951,-44.656,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,22080,6.13,46,150,273.2,17.08,0.936,-43.15,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,22560,6.27,47,150,289.4,18.09,0.945,-45.705,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,23040,6.40,48,150,270.4,16.90,0.933,-42.718,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,23520,6.53,49,150,282.7,17.67,0.937,-44.654,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,24000,6.67,50,150,281.9,17.62,0.948,-44.532,F300/W60/M120,
3/27/2018,S4_3,3,166,47.2,1.0318527703498,32.4,29.62,24480,6.80,51,150,241,15.06,0.935,-38.06,F300/W60/M120,
