Number,Date_Time,Temp,,,,
56,12/06/17 01:30:00 PM,30.154,,,,
57,12/06/17 02:00:00 PM,30.255,,,,
58,12/06/17 02:30:00 PM,30.356,,,,
59,12/06/17 03:00:00 PM,30.356,,,,
60,12/06/17 03:30:00 PM,30.356,,,,
61,12/06/17 04:00:00 PM,30.154,,,,
62,12/06/17 04:30:00 PM,30.154,,,,
63,12/06/17 05:00:00 PM,30.154,,,,
64,12/06/17 05:30:00 PM,30.054,,,,
65,12/06/17 06:00:00 PM,30.054,,,,
66,12/06/17 06:30:00 PM,30.154,,,,
67,12/06/17 07:00:00 PM,30.054,,,,
68,12/06/17 07:30:00 PM,30.154,,,,
69,12/06/17 08:00:00 PM,30.255,,,,
70,12/06/17 08:30:00 PM,29.953,,,,
71,12/06/17 09:00:00 PM,29.853,,,,
72,12/06/17 09:30:00 PM,29.953,,,,
73,12/06/17 10:00:00 PM,29.953,,,,
74,12/06/17 10:30:00 PM,29.953,,,,
75,12/06/17 11:00:00 PM,30.154,,,,
76,12/06/17 11:30:00 PM,30.255,,,,
77,12/07/17 12:00:00 AM,30.054,,,,
78,12/07/17 12:30:00 AM,30.255,,,,
79,12/07/17 01:00:00 AM,29.953,,,,
80,12/07/17 01:30:00 AM,29.953,,,,
81,12/07/17 02:00:00 AM,29.752,,,,
82,12/07/17 02:30:00 AM,29.652,,,,
83,12/07/17 03:00:00 AM,29.652,,,,
84,12/07/17 03:30:00 AM,29.953,,,,
85,12/07/17 04:00:00 AM,30.054,,,,
86,12/07/17 04:30:00 AM,29.953,,,,
87,12/07/17 05:00:00 AM,29.953,,,,
88,12/07/17 05:30:00 AM,29.953,,,,
89,12/07/17 06:00:00 AM,29.752,,,,
90,12/07/17 06:30:00 AM,29.752,,,,
91,12/07/17 07:00:00 AM,29.953,,,,
92,12/07/17 07:30:00 AM,29.953,,,,
93,12/07/17 08:00:00 AM,30.154,,,,
94,12/07/17 08:30:00 AM,30.255,,,,
95,12/07/17 09:00:00 AM,30.054,,,,
96,12/07/17 09:30:00 AM,30.054,,,,
97,12/07/17 10:00:00 AM,29.953,,,,
98,12/07/17 10:30:00 AM,29.953,,,,
99,12/07/17 11:00:00 AM,29.853,,,,
100,12/07/17 11:30:00 AM,29.953,,,,
101,12/07/17 12:00:00 PM,29.853,,,,
102,12/07/17 12:30:00 PM,29.752,,,,
103,12/07/17 01:00:00 PM,29.752,,,,
104,12/07/17 01:30:00 PM,29.853,,,,
105,12/07/17 02:00:00 PM,29.853,,,,
106,12/07/17 02:30:00 PM,29.953,,,,
107,12/07/17 03:00:00 PM,30.054,,,,
108,12/07/17 03:30:00 PM,29.953,,,,
109,12/07/17 04:00:00 PM,30.154,,,,
110,12/07/17 04:30:00 PM,30.154,,,,
111,12/07/17 05:00:00 PM,30.054,,,,
112,12/07/17 05:30:00 PM,30.255,,,,
113,12/07/17 06:00:00 PM,30.356,,,,
114,12/07/17 06:30:00 PM,30.356,,,,
115,12/07/17 07:00:00 PM,30.356,,,,
116,12/07/17 07:30:00 PM,30.154,,,,
117,12/07/17 08:00:00 PM,30.154,,,,
118,12/07/17 08:30:00 PM,30.255,,,,
119,12/07/17 09:00:00 PM,29.953,,,,
120,12/07/17 09:30:00 PM,30.054,,,,
121,12/07/17 10:00:00 PM,30.255,,,,
122,12/07/17 10:30:00 PM,30.054,,,,
123,12/07/17 11:00:00 PM,30.457,,,,
124,12/07/17 11:30:00 PM,30.154,,,,
125,12/08/17 12:00:00 AM,30.054,,,,
126,12/08/17 12:30:00 AM,29.953,,,,
127,12/08/17 01:00:00 AM,30.356,,,,
128,12/08/17 01:30:00 AM,30.457,,,,
129,12/08/17 02:00:00 AM,30.154,,,,
130,12/08/17 02:30:00 AM,30.054,,,,
131,12/08/17 03:00:00 AM,30.255,,,,
132,12/08/17 03:30:00 AM,29.953,,,,
133,12/08/17 04:00:00 AM,30.054,,,,
134,12/08/17 04:30:00 AM,30.054,,,,
135,12/08/17 05:00:00 AM,30.356,,,,
136,12/08/17 05:30:00 AM,30.154,,,,
137,12/08/17 06:00:00 AM,30.255,,,,
138,12/08/17 06:30:00 AM,29.953,,,,
139,12/08/17 07:00:00 AM,30.154,,,,
140,12/08/17 07:30:00 AM,29.853,,,,
141,12/08/17 08:00:00 AM,30.054,,,,
142,12/08/17 08:30:00 AM,30.255,,,,
143,12/08/17 09:00:00 AM,29.953,,,,
144,12/08/17 09:30:00 AM,29.853,,,,
145,12/08/17 10:00:00 AM,29.953,,,,
146,12/08/17 10:30:00 AM,30.255,,,,
147,12/08/17 11:00:00 AM,30.054,,,,
148,12/08/17 11:30:00 AM,29.953,,,,
149,12/08/17 12:00:00 PM,30.154,,,,
150,12/08/17 12:30:00 PM,30.054,,,,
151,12/08/17 01:00:00 PM,30.054,,,,
152,12/08/17 01:30:00 PM,30.054,,,,
153,12/08/17 02:00:00 PM,29.853,,,,
154,12/08/17 02:30:00 PM,29.752,,,,
155,12/08/17 03:00:00 PM,29.953,,,,
156,12/08/17 03:30:00 PM,29.652,,,,
157,12/08/17 04:00:00 PM,29.552,,,,
158,12/08/17 04:30:00 PM,29.552,,,,
159,12/08/17 05:00:00 PM,29.752,,,,
160,12/08/17 05:30:00 PM,29.752,,,,
161,12/08/17 06:00:00 PM,29.552,,,,
162,12/08/17 06:30:00 PM,29.452,,,,
163,12/08/17 07:00:00 PM,29.352,,,,
164,12/08/17 07:30:00 PM,29.352,,,,
165,12/08/17 08:00:00 PM,29.552,,,,
166,12/08/17 08:30:00 PM,29.752,,,,
167,12/08/17 09:00:00 PM,30.154,,,,
168,12/08/17 09:30:00 PM,30.255,,,,
169,12/08/17 10:00:00 PM,30.154,,,,
170,12/08/17 10:30:00 PM,30.054,,,,
171,12/08/17 11:00:00 PM,29.953,,,,
172,12/08/17 11:30:00 PM,29.853,,,,
173,12/09/17 12:00:00 AM,29.853,,,,
174,12/09/17 12:30:00 AM,29.752,,,,
175,12/09/17 01:00:00 AM,29.752,,,,
176,12/09/17 01:30:00 AM,29.552,,,,
177,12/09/17 02:00:00 AM,29.853,,,,
178,12/09/17 02:30:00 AM,29.752,,,,
179,12/09/17 03:00:00 AM,29.953,,,,
180,12/09/17 03:30:00 AM,29.652,,,,
181,12/09/17 04:00:00 AM,29.752,,,,
182,12/09/17 04:30:00 AM,29.552,,,,
183,12/09/17 05:00:00 AM,29.652,,,,
184,12/09/17 05:30:00 AM,29.652,,,,
185,12/09/17 06:00:00 AM,29.652,,,,
186,12/09/17 06:30:00 AM,29.853,,,,
187,12/09/17 07:00:00 AM,30.154,,,,
188,12/09/17 07:30:00 AM,29.953,,,,
189,12/09/17 08:00:00 AM,30.255,,,,
190,12/09/17 08:30:00 AM,29.953,,,,
191,12/09/17 09:00:00 AM,29.953,,,,
192,12/09/17 09:30:00 AM,29.552,,,,
193,12/09/17 10:00:00 AM,29.652,,,,
194,12/09/17 10:30:00 AM,29.652,,,,
195,12/09/17 11:00:00 AM,29.752,,,,
196,12/09/17 11:30:00 AM,30.054,,,,
197,12/09/17 12:00:00 PM,30.356,,,,
198,12/09/17 12:30:00 PM,30.255,,,,
199,12/09/17 01:00:00 PM,30.457,,,,
200,12/09/17 01:30:00 PM,30.862,,,,
201,12/09/17 02:00:00 PM,30.659,,,,
202,12/09/17 02:30:00 PM,30.054,,,,
203,12/09/17 03:00:00 PM,30.054,,,,
204,12/09/17 03:30:00 PM,29.752,,,,
205,12/09/17 04:00:00 PM,30.255,,,,
206,12/09/17 04:30:00 PM,29.752,,,,
207,12/09/17 05:00:00 PM,29.953,,,,
208,12/09/17 05:30:00 PM,29.552,,,,
209,12/09/17 06:00:00 PM,29.752,,,,
210,12/09/17 06:30:00 PM,29.752,,,,
211,12/09/17 07:00:00 PM,29.552,,,,
212,12/09/17 07:30:00 PM,29.853,,,,
213,12/09/17 08:00:00 PM,29.853,,,,
214,12/09/17 08:30:00 PM,29.652,,,,
215,12/09/17 09:00:00 PM,29.452,,,,
216,12/09/17 09:30:00 PM,29.252,,,,
217,12/09/17 10:00:00 PM,29.252,,,,
218,12/09/17 10:30:00 PM,29.652,,,,
219,12/09/17 11:00:00 PM,29.652,,,,
220,12/09/17 11:30:00 PM,29.853,,,,
221,12/10/17 12:00:00 AM,29.853,,,,
222,12/10/17 12:30:00 AM,29.752,,,,
223,12/10/17 01:00:00 AM,29.752,,,,
224,12/10/17 01:30:00 AM,29.652,,,,
225,12/10/17 02:00:00 AM,29.452,,,,
226,12/10/17 02:30:00 AM,29.552,,,,
227,12/10/17 03:00:00 AM,29.652,,,,
228,12/10/17 03:30:00 AM,29.352,,,,
229,12/10/17 04:00:00 AM,29.853,,,,
230,12/10/17 04:30:00 AM,29.452,,,,
231,12/10/17 05:00:00 AM,29.352,,,,
232,12/10/17 05:30:00 AM,29.452,,,,
233,12/10/17 06:00:00 AM,29.652,,,,
234,12/10/17 06:30:00 AM,29.452,,,,
235,12/10/17 07:00:00 AM,29.152,,,,
236,12/10/17 07:30:00 AM,29.053,,,,
237,12/10/17 08:00:00 AM,29.652,,,,
238,12/10/17 08:30:00 AM,29.452,,,,
239,12/10/17 09:00:00 AM,29.252,,,,
240,12/10/17 09:30:00 AM,29.853,,,,
241,12/10/17 10:00:00 AM,29.953,,,,
242,12/10/17 10:30:00 AM,30.154,,,,
243,12/10/17 11:00:00 AM,30.154,,,,
244,12/10/17 11:30:00 AM,30.356,,,,
245,12/10/17 12:00:00 PM,29.853,,,,
246,12/10/17 12:30:00 PM,29.853,,,,
247,12/10/17 01:00:00 PM,29.652,,,,
248,12/10/17 01:30:00 PM,29.352,,,,
249,12/10/17 02:00:00 PM,29.552,,,,
250,12/10/17 02:30:00 PM,29.552,,,,
251,12/10/17 03:00:00 PM,29.853,,,,
252,12/10/17 03:30:00 PM,29.652,,,,
253,12/10/17 04:00:00 PM,29.352,,,,
254,12/10/17 04:30:00 PM,29.652,,,,
255,12/10/17 05:00:00 PM,29.552,,,,
256,12/10/17 05:30:00 PM,29.452,,,,
257,12/10/17 06:00:00 PM,29.452,,,,
258,12/10/17 06:30:00 PM,29.452,,,,
259,12/10/17 07:00:00 PM,29.452,,,,
260,12/10/17 07:30:00 PM,29.853,,,,
261,12/10/17 08:00:00 PM,29.752,,,,
262,12/10/17 08:30:00 PM,29.552,,,,
263,12/10/17 09:00:00 PM,29.452,,,,
264,12/10/17 09:30:00 PM,29.252,,,,
265,12/10/17 10:00:00 PM,29.953,,,,
266,12/10/17 10:30:00 PM,29.352,,,,
267,12/10/17 11:00:00 PM,29.552,,,,
268,12/10/17 11:30:00 PM,29.452,,,,
269,12/11/17 12:00:00 AM,29.752,,,,
270,12/11/17 12:30:00 AM,29.652,,,,
271,12/11/17 01:00:00 AM,29.552,,,,
272,12/11/17 01:30:00 AM,29.552,,,,
273,12/11/17 02:00:00 AM,29.352,,,,
274,12/11/17 02:30:00 AM,29.152,,,,
275,12/11/17 03:00:00 AM,29.552,,,,
276,12/11/17 03:30:00 AM,29.953,,,,
277,12/11/17 04:00:00 AM,29.552,,,,
278,12/11/17 04:30:00 AM,29.652,,,,
279,12/11/17 05:00:00 AM,29.252,,,,
280,12/11/17 05:30:00 AM,29.953,,,,
281,12/11/17 06:00:00 AM,29.552,,,,
282,12/11/17 06:30:00 AM,29.652,,,,
283,12/11/17 07:00:00 AM,30.054,,,,
284,12/11/17 07:30:00 AM,30.054,,,,
285,12/11/17 08:00:00 AM,30.659,,,,
286,12/11/17 08:30:00 AM,30.054,,,,
287,12/11/17 09:00:00 AM,30.255,,,,
288,12/11/17 09:30:00 AM,29.452,,,,
289,12/11/17 10:00:00 AM,30.054,,,,
290,12/11/17 10:30:00 AM,30.356,,,,
291,12/11/17 11:00:00 AM,30.356,,,,
292,12/11/17 11:30:00 AM,29.552,,,,
293,12/11/17 12:00:00 PM,29.452,,,,
294,12/11/17 12:30:00 PM,29.152,,,,
295,12/11/17 01:00:00 PM,29.252,,,,
296,12/11/17 01:30:00 PM,29.152,,,,
297,12/11/17 02:00:00 PM,29.652,,,,
298,12/11/17 02:30:00 PM,29.252,,,,
299,12/11/17 03:00:00 PM,29.652,,,,
300,12/11/17 03:30:00 PM,29.252,,,,
301,12/11/17 04:00:00 PM,29.152,,,,
302,12/11/17 04:30:00 PM,29.152,,,,
303,12/11/17 05:00:00 PM,28.953,,,,
304,12/11/17 05:30:00 PM,28.555,,,,
305,12/11/17 06:00:00 PM,29.053,,,,
306,12/11/17 06:30:00 PM,28.953,,,,
307,12/11/17 07:00:00 PM,28.555,,,,
308,12/11/17 07:30:00 PM,28.655,,,,
309,12/11/17 08:00:00 PM,28.953,,,,
310,12/11/17 08:30:00 PM,28.655,,,,
311,12/11/17 09:00:00 PM,28.456,,,,
312,12/11/17 09:30:00 PM,29.252,,,,
313,12/11/17 10:00:00 PM,28.555,,,,
314,12/11/17 10:30:00 PM,28.555,,,,
315,12/11/17 11:00:00 PM,28.655,,,,
316,12/11/17 11:30:00 PM,28.953,,,,
317,12/12/17 12:00:00 AM,28.853,,,,
318,12/12/17 12:30:00 AM,28.953,,,,
319,12/12/17 01:00:00 AM,28.853,,,,
320,12/12/17 01:30:00 AM,28.953,,,,
321,12/12/17 02:00:00 AM,29.053,,,,
322,12/12/17 02:30:00 AM,28.953,,,,
323,12/12/17 03:00:00 AM,29.252,,,,
324,12/12/17 03:30:00 AM,29.152,,,,
325,12/12/17 04:00:00 AM,28.655,,,,
326,12/12/17 04:30:00 AM,28.754,,,,
327,12/12/17 05:00:00 AM,29.652,,,,
328,12/12/17 05:30:00 AM,28.655,,,,
329,12/12/17 06:00:00 AM,28.853,,,,
330,12/12/17 06:30:00 AM,29.452,,,,
331,12/12/17 07:00:00 AM,29.352,,,,
332,12/12/17 07:30:00 AM,29.352,,,,
333,12/12/17 08:00:00 AM,29.152,,,,
334,12/12/17 08:30:00 AM,28.754,,,,
335,12/12/17 09:00:00 AM,28.754,,,,
336,12/12/17 09:30:00 AM,29.152,,,,
337,12/12/17 10:00:00 AM,28.853,,,,
338,12/12/17 10:30:00 AM,29.152,,,,
339,12/12/17 11:00:00 AM,29.053,,,,
340,12/12/17 11:30:00 AM,29.452,,,,
341,12/12/17 12:00:00 PM,27.862,,,,
342,12/12/17 12:30:00 PM,25.61,,,,
343,12/12/17 01:00:00 PM,23.484,,,,
344,12/12/17 01:30:00 PM,14.23,,,,
345,12/12/17 02:00:00 PM,13.846,,,,
346,12/12/17 02:30:00 PM,14.134,,,,
347,12/12/17 03:00:00 PM,14.517,,,,
348,12/12/17 03:30:00 PM,14.804,,,,
349,12/12/17 04:00:00 PM,15.091,,,,
350,12/12/17 04:30:00 PM,15.378,,,,
351,12/12/17 05:00:00 PM,15.664,,,,
352,12/12/17 05:30:00 PM,15.855,,,,
353,12/12/17 06:00:00 PM,16.046,,,,
354,12/12/17 06:30:00 PM,16.332,,,,
355,12/12/17 07:00:00 PM,16.523,,,,
356,12/12/17 07:30:00 PM,16.713,,,,
357,12/12/17 08:00:00 PM,16.903,,,,
358,12/12/17 08:30:00 PM,17.094,,,,
359,12/12/17 09:00:00 PM,17.284,,,,
360,12/12/17 09:30:00 PM,17.475,,,,
361,12/12/17 10:00:00 PM,17.57,,,,
362,12/12/17 10:30:00 PM,17.76,,,,
363,12/12/17 11:00:00 PM,17.95,,,,
364,12/12/17 11:30:00 PM,18.045,,,,
365,12/13/17 12:00:00 AM,18.236,,,,
366,12/13/17 12:30:00 AM,18.331,,,,
367,12/13/17 01:00:00 AM,18.426,,,,
368,12/13/17 01:30:00 AM,18.521,,,,
369,12/13/17 02:00:00 AM,18.711,,,,
370,12/13/17 02:30:00 AM,18.806,,,,
371,12/13/17 03:00:00 AM,18.901,,,,
372,12/13/17 03:30:00 AM,18.996,,,,
373,12/13/17 04:00:00 AM,19.092,,,,
374,12/13/17 04:30:00 AM,19.187,,,,
375,12/13/17 05:00:00 AM,19.282,,,,
376,12/13/17 05:30:00 AM,19.377,,,,
377,12/13/17 06:00:00 AM,19.377,,,,
378,12/13/17 06:30:00 AM,19.472,,,,
379,12/13/17 07:00:00 AM,19.567,,,,
380,12/13/17 07:30:00 AM,19.662,,,,
381,12/13/17 08:00:00 AM,19.662,,,,
382,12/13/17 08:30:00 AM,19.758,,,,
383,12/13/17 09:00:00 AM,19.853,,,,
384,12/13/17 09:30:00 AM,19.853,,,,
385,12/13/17 10:00:00 AM,19.948,,,,
386,12/13/17 10:30:00 AM,19.948,,,,
387,12/13/17 11:00:00 AM,20.043,,,,
388,12/13/17 11:30:00 AM,20.043,,,,
389,12/13/17 12:00:00 PM,20.138,,,,
390,12/13/17 12:30:00 PM,20.138,,,,
391,12/13/17 01:00:00 PM,20.234,,,,
392,12/13/17 01:30:00 PM,20.234,,,,
393,12/13/17 02:00:00 PM,20.329,,,,
394,12/13/17 02:30:00 PM,20.329,,,,
395,12/13/17 03:00:00 PM,20.329,,,,
396,12/13/17 03:30:00 PM,20.424,,,,
397,12/13/17 04:00:00 PM,20.424,,,,
398,12/13/17 04:30:00 PM,20.424,,,,
399,12/13/17 05:00:00 PM,20.519,,,,
400,12/13/17 05:30:00 PM,20.519,,,,
401,12/13/17 06:00:00 PM,20.615,,,,
402,12/13/17 06:30:00 PM,20.615,,,,
403,12/13/17 07:00:00 PM,20.71,,,,
404,12/13/17 07:30:00 PM,20.71,,,,
405,12/13/17 08:00:00 PM,20.71,,,,
406,12/13/17 08:30:00 PM,20.71,,,,
407,12/13/17 09:00:00 PM,20.71,,,,
408,12/13/17 09:30:00 PM,20.805,,,,
409,12/13/17 10:00:00 PM,20.805,,,,
410,12/13/17 10:30:00 PM,20.805,,,,
411,12/13/17 11:00:00 PM,20.901,,,,
412,12/13/17 11:30:00 PM,20.901,,,,
413,12/14/17 12:00:00 AM,20.901,,,,
414,12/14/17 12:30:00 AM,20.901,,,,
415,12/14/17 01:00:00 AM,20.901,,,,
416,12/14/17 01:30:00 AM,20.901,,,,
417,12/14/17 02:00:00 AM,20.996,,,,
418,12/14/17 02:30:00 AM,20.996,,,,
419,12/14/17 03:00:00 AM,20.996,,,,
420,12/14/17 03:30:00 AM,20.996,,,,
421,12/14/17 04:00:00 AM,20.996,,,,
422,12/14/17 04:30:00 AM,20.996,,,,
423,12/14/17 05:00:00 AM,20.996,,,,
424,12/14/17 05:30:00 AM,20.996,,,,
425,12/14/17 06:00:00 AM,21.091,,,,
426,12/14/17 06:30:00 AM,21.091,,,,
427,12/14/17 07:00:00 AM,21.091,,,,
428,12/14/17 07:30:00 AM,21.091,,,,
429,12/14/17 08:00:00 AM,21.091,,,,
430,12/14/17 08:30:00 AM,21.091,,,,
431,12/14/17 09:00:00 AM,21.091,,,,
432,12/14/17 09:30:00 AM,20.138,,,,
433,12/14/17 10:00:00 AM,20.234,,,,
434,12/14/17 10:30:00 AM,20.329,,,,
435,12/14/17 11:00:00 AM,20.329,,,,
436,12/14/17 11:30:00 AM,20.424,,,,
437,12/14/17 12:00:00 PM,20.424,,,,
438,12/14/17 12:30:00 PM,20.519,,,,
439,12/14/17 01:00:00 PM,20.615,,,,
440,12/14/17 01:30:00 PM,20.615,,,,
441,12/14/17 02:00:00 PM,20.615,,,,
442,12/14/17 02:30:00 PM,20.71,,,,
443,12/14/17 03:00:00 PM,20.71,,,,
444,12/14/17 03:30:00 PM,20.71,,,,
445,12/14/17 04:00:00 PM,20.805,,,,
446,12/14/17 04:30:00 PM,20.805,,,,
447,12/14/17 05:00:00 PM,20.901,,,,
448,12/14/17 05:30:00 PM,20.901,,,,
449,12/14/17 06:00:00 PM,20.901,,,,
450,12/14/17 06:30:00 PM,20.996,,,,
451,12/14/17 07:00:00 PM,20.996,,,,
452,12/14/17 07:30:00 PM,20.996,,,,
453,12/14/17 08:00:00 PM,20.996,,,,
454,12/14/17 08:30:00 PM,21.091,,,,
455,12/14/17 09:00:00 PM,21.091,,,,
456,12/14/17 09:30:00 PM,21.091,,,,
457,12/14/17 10:00:00 PM,21.187,,,,
458,12/14/17 10:30:00 PM,21.187,,,,
459,12/14/17 11:00:00 PM,21.187,,,,
460,12/14/17 11:30:00 PM,21.187,,,,
461,12/15/17 12:00:00 AM,21.187,,,,
462,12/15/17 12:30:00 AM,21.282,,,,
463,12/15/17 01:00:00 AM,21.282,,,,
464,12/15/17 01:30:00 AM,21.282,,,,
465,12/15/17 02:00:00 AM,21.282,,,,
466,12/15/17 02:30:00 AM,21.282,,,,
467,12/15/17 03:00:00 AM,21.282,,,,
468,12/15/17 03:30:00 AM,21.378,,,,
469,12/15/17 04:00:00 AM,21.378,,,,
470,12/15/17 04:30:00 AM,21.378,,,,
471,12/15/17 05:00:00 AM,21.378,,,,
472,12/15/17 05:30:00 AM,21.378,,,,
473,12/15/17 06:00:00 AM,21.378,,,,
474,12/15/17 06:30:00 AM,21.378,,,,
475,12/15/17 07:00:00 AM,21.378,,,,
476,12/15/17 07:30:00 AM,21.378,,,,
477,12/15/17 08:00:00 AM,21.378,,,,
478,12/15/17 08:30:00 AM,21.378,,,,
479,12/15/17 09:00:00 AM,21.473,,,,
480,12/15/17 09:30:00 AM,21.473,,,,
481,12/15/17 10:00:00 AM,21.473,,,,
482,12/15/17 10:30:00 AM,21.473,,,,
483,12/15/17 11:00:00 AM,21.473,,,,
484,12/15/17 11:30:00 AM,21.473,,,,
485,12/15/17 12:00:00 PM,21.473,,,,
486,12/15/17 12:30:00 PM,21.473,,,,
487,12/15/17 01:00:00 PM,21.473,,,,
488,12/15/17 01:30:00 PM,21.473,,,,
489,12/15/17 02:00:00 PM,21.569,,,,
490,12/15/17 02:30:00 PM,21.569,,,,
491,12/15/17 03:00:00 PM,21.569,,,,
492,12/15/17 03:30:00 PM,21.569,,,,
493,12/15/17 04:00:00 PM,21.569,,,,
494,12/15/17 04:30:00 PM,21.569,,,,
495,12/15/17 05:00:00 PM,21.569,,,,
496,12/15/17 05:30:00 PM,21.569,,,,
497,12/15/17 06:00:00 PM,21.569,,,,
498,12/15/17 06:30:00 PM,21.569,,,,
499,12/15/17 07:00:00 PM,21.569,,,,
500,12/15/17 07:30:00 PM,21.569,,,,
501,12/15/17 08:00:00 PM,21.569,,,,
502,12/15/17 08:30:00 PM,21.569,,,,
503,12/15/17 09:00:00 PM,21.664,,,,
504,12/15/17 09:30:00 PM,21.569,,,,
505,12/15/17 10:00:00 PM,21.569,,,,
506,12/15/17 10:30:00 PM,21.569,,,,
507,12/15/17 11:00:00 PM,21.569,,,,
508,12/15/17 11:30:00 PM,21.569,,,,
509,12/16/17 12:00:00 AM,21.569,,,,
510,12/16/17 12:30:00 AM,21.569,,,,
511,12/16/17 01:00:00 AM,21.569,,,,
512,12/16/17 01:30:00 AM,21.569,,,,
513,12/16/17 02:00:00 AM,21.569,,,,
514,12/16/17 02:30:00 AM,21.569,,,,
515,12/16/17 03:00:00 AM,21.569,,,,
516,12/16/17 03:30:00 AM,21.569,,,,
517,12/16/17 04:00:00 AM,21.569,,,,
518,12/16/17 04:30:00 AM,21.473,,,,
519,12/16/17 05:00:00 AM,21.473,,,,
520,12/16/17 05:30:00 AM,21.473,,,,
521,12/16/17 06:00:00 AM,21.473,,,,
522,12/16/17 06:30:00 AM,21.473,,,,
523,12/16/17 07:00:00 AM,21.473,,,,
524,12/16/17 07:30:00 AM,21.473,,,,
525,12/16/17 08:00:00 AM,21.473,,,,
526,12/16/17 08:30:00 AM,21.473,,,,
527,12/16/17 09:00:00 AM,21.473,,,,
528,12/16/17 09:30:00 AM,21.473,,,,
529,12/16/17 10:00:00 AM,21.473,,,,
530,12/16/17 10:30:00 AM,21.473,,,,
531,12/16/17 11:00:00 AM,21.473,,,,
532,12/16/17 11:30:00 AM,21.473,,,,
533,12/16/17 12:00:00 PM,21.473,,,,
534,12/16/17 12:30:00 PM,21.473,,,,
535,12/16/17 01:00:00 PM,21.473,,,,
536,12/16/17 01:30:00 PM,21.473,,,,
537,12/16/17 02:00:00 PM,21.473,,,,
538,12/16/17 02:30:00 PM,21.473,,,,
539,12/16/17 03:00:00 PM,21.473,,,,
540,12/16/17 03:30:00 PM,21.473,,,,
541,12/16/17 04:00:00 PM,21.473,,,,
542,12/16/17 04:30:00 PM,21.473,,,,
543,12/16/17 05:00:00 PM,21.473,,,,
544,12/16/17 05:30:00 PM,21.473,,,,
545,12/16/17 06:00:00 PM,21.473,,,,
546,12/16/17 06:30:00 PM,21.473,,,,
547,12/16/17 07:00:00 PM,21.473,,,,
548,12/16/17 07:30:00 PM,21.473,,,,
549,12/16/17 08:00:00 PM,21.473,,,,
550,12/16/17 08:30:00 PM,21.473,,,,
551,12/16/17 09:00:00 PM,21.473,,,,
552,12/16/17 09:30:00 PM,21.473,,,,
553,12/16/17 10:00:00 PM,21.473,,,,
554,12/16/17 10:30:00 PM,21.473,,,,
555,12/16/17 11:00:00 PM,21.473,,,,
556,12/16/17 11:30:00 PM,21.473,,,,
557,12/17/17 12:00:00 AM,21.473,,,,
558,12/17/17 12:30:00 AM,21.473,,,,
