Number,Date_Time,Temp
1,11/27/17 11:00:00 AM,22.621
2,11/27/17 11:30:00 AM,22.717
3,11/27/17 12:00:00 PM,23.966
4,11/27/17 12:30:00 PM,23.966
5,11/27/17 01:00:00 PM,23.869
6,11/27/17 01:30:00 PM,23.869
7,11/27/17 02:00:00 PM,23.869
8,11/27/17 02:30:00 PM,24.158
9,11/27/17 03:00:00 PM,24.158
10,11/27/17 03:30:00 PM,23.869
11,11/27/17 04:00:00 PM,23.869
12,11/27/17 04:30:00 PM,23.869
13,11/27/17 05:00:00 PM,23.869
14,11/27/17 05:30:00 PM,23.869
15,11/27/17 06:00:00 PM,23.869
16,11/27/17 06:30:00 PM,23.966
17,11/27/17 07:00:00 PM,23.966
18,11/27/17 07:30:00 PM,23.966
19,11/27/17 08:00:00 PM,23.869
20,11/27/17 08:30:00 PM,23.869
21,11/27/17 09:00:00 PM,23.677
22,11/27/17 09:30:00 PM,23.773
23,11/27/17 10:00:00 PM,23.773
24,11/27/17 10:30:00 PM,23.773
25,11/27/17 11:00:00 PM,23.773
26,11/27/17 11:30:00 PM,23.773
27,11/28/17 12:00:00 AM,23.773
28,11/28/17 12:30:00 AM,23.773
29,11/28/17 01:00:00 AM,23.773
30,11/28/17 01:30:00 AM,23.773
31,11/28/17 02:00:00 AM,23.773
32,11/28/17 02:30:00 AM,23.869
33,11/28/17 03:00:00 AM,23.773
34,11/28/17 03:30:00 AM,23.773
35,11/28/17 04:00:00 AM,23.773
36,11/28/17 04:30:00 AM,23.773
37,11/28/17 05:00:00 AM,23.869
38,11/28/17 05:30:00 AM,23.773
39,11/28/17 06:00:00 AM,23.773
40,11/28/17 06:30:00 AM,23.869
41,11/28/17 07:00:00 AM,23.966
42,11/28/17 07:30:00 AM,23.966
43,11/28/17 08:00:00 AM,23.966
44,11/28/17 08:30:00 AM,23.966
45,11/28/17 09:00:00 AM,23.966
46,11/28/17 09:30:00 AM,23.966
47,11/28/17 10:00:00 AM,23.966
48,11/28/17 10:30:00 AM,23.966
49,11/28/17 11:00:00 AM,23.966
50,11/28/17 11:30:00 AM,23.966
51,11/28/17 12:00:00 PM,23.966
52,11/28/17 12:30:00 PM,23.966
53,11/28/17 01:00:00 PM,24.062
54,11/28/17 01:30:00 PM,24.062
55,11/28/17 02:00:00 PM,24.062
56,11/28/17 02:30:00 PM,23.966
57,11/28/17 03:00:00 PM,24.062
58,11/28/17 03:30:00 PM,23.966
59,11/28/17 04:00:00 PM,23.869
60,11/28/17 04:30:00 PM,23.869
61,11/28/17 05:00:00 PM,23.869
62,11/28/17 05:30:00 PM,23.869
63,11/28/17 06:00:00 PM,23.869
64,11/28/17 06:30:00 PM,23.869
65,11/28/17 07:00:00 PM,23.869
66,11/28/17 07:30:00 PM,23.869
67,11/28/17 08:00:00 PM,23.773
68,11/28/17 08:30:00 PM,23.773
69,11/28/17 09:00:00 PM,23.677
70,11/28/17 09:30:00 PM,23.677
71,11/28/17 10:00:00 PM,23.773
72,11/28/17 10:30:00 PM,23.773
73,11/28/17 11:00:00 PM,23.773
74,11/28/17 11:30:00 PM,23.773
75,11/29/17 12:00:00 AM,23.773
76,11/29/17 12:30:00 AM,23.773
77,11/29/17 01:00:00 AM,23.773
78,11/29/17 01:30:00 AM,23.773
79,11/29/17 02:00:00 AM,23.773
80,11/29/17 02:30:00 AM,23.773
81,11/29/17 03:00:00 AM,23.773
82,11/29/17 03:30:00 AM,23.773
83,11/29/17 04:00:00 AM,23.773
84,11/29/17 04:30:00 AM,23.773
85,11/29/17 05:00:00 AM,23.773
86,11/29/17 05:30:00 AM,23.773
87,11/29/17 06:00:00 AM,23.773
88,11/29/17 06:30:00 AM,23.773
89,11/29/17 07:00:00 AM,23.773
90,11/29/17 07:30:00 AM,23.869
91,11/29/17 08:00:00 AM,23.869
92,11/29/17 08:30:00 AM,23.773
93,11/29/17 09:00:00 AM,23.869
94,11/29/17 09:30:00 AM,23.869
95,11/29/17 10:00:00 AM,23.869
96,11/29/17 10:30:00 AM,23.869
97,11/29/17 11:00:00 AM,23.966
98,11/29/17 11:30:00 AM,23.966
99,11/29/17 12:00:00 PM,24.255
100,11/29/17 12:30:00 PM,24.545
101,11/29/17 01:00:00 PM,24.738
102,11/29/17 01:30:00 PM,24.835
103,11/29/17 02:00:00 PM,24.931
104,11/29/17 02:30:00 PM,24.931
105,11/29/17 03:00:00 PM,24.931
106,11/29/17 03:30:00 PM,24.931
107,11/29/17 04:00:00 PM,24.931
108,11/29/17 04:30:00 PM,24.931
109,11/29/17 05:00:00 PM,24.931
110,11/29/17 05:30:00 PM,24.641
111,11/29/17 06:00:00 PM,24.255
112,11/29/17 06:30:00 PM,24.062
113,11/29/17 07:00:00 PM,23.966
114,11/29/17 07:30:00 PM,23.966
115,11/29/17 08:00:00 PM,23.869
116,11/29/17 08:30:00 PM,23.773
117,11/29/17 09:00:00 PM,23.773
118,11/29/17 09:30:00 PM,23.773
119,11/29/17 10:00:00 PM,23.773
120,11/29/17 10:30:00 PM,23.773
121,11/29/17 11:00:00 PM,23.773
122,11/29/17 11:30:00 PM,23.773
123,11/30/17 12:00:00 AM,23.773
124,11/30/17 12:30:00 AM,23.773
125,11/30/17 01:00:00 AM,23.773
126,11/30/17 01:30:00 AM,23.773
127,11/30/17 02:00:00 AM,23.773
128,11/30/17 02:30:00 AM,23.773
129,11/30/17 03:00:00 AM,23.773
130,11/30/17 03:30:00 AM,23.773
131,11/30/17 04:00:00 AM,23.773
132,11/30/17 04:30:00 AM,23.773
133,11/30/17 05:00:00 AM,23.677
134,11/30/17 05:30:00 AM,23.773
135,11/30/17 06:00:00 AM,23.773
136,11/30/17 06:30:00 AM,23.773
137,11/30/17 07:00:00 AM,23.869
138,11/30/17 07:30:00 AM,23.773
139,11/30/17 08:00:00 AM,23.773
140,11/30/17 08:30:00 AM,23.869
141,11/30/17 09:00:00 AM,23.869
142,11/30/17 09:30:00 AM,23.869
143,11/30/17 10:00:00 AM,23.869
144,11/30/17 10:30:00 AM,23.869
145,11/30/17 11:00:00 AM,24.062
146,11/30/17 11:30:00 AM,24.448
147,11/30/17 12:00:00 PM,24.545
148,11/30/17 12:30:00 PM,24.255
149,11/30/17 01:00:00 PM,24.062
150,11/30/17 01:30:00 PM,24.158
151,11/30/17 02:00:00 PM,24.448
152,11/30/17 02:30:00 PM,24.738
153,11/30/17 03:00:00 PM,24.545
154,11/30/17 03:30:00 PM,24.351
155,11/30/17 04:00:00 PM,24.641
156,11/30/17 04:30:00 PM,24.738
157,11/30/17 05:00:00 PM,24.255
158,11/30/17 05:30:00 PM,24.062
159,11/30/17 06:00:00 PM,23.869
160,11/30/17 06:30:00 PM,23.773
161,11/30/17 07:00:00 PM,23.773
162,11/30/17 07:30:00 PM,23.773
163,11/30/17 08:00:00 PM,23.677
164,11/30/17 08:30:00 PM,23.677
165,11/30/17 09:00:00 PM,23.677
166,11/30/17 09:30:00 PM,23.677
167,11/30/17 10:00:00 PM,23.677
168,11/30/17 10:30:00 PM,23.677
169,11/30/17 11:00:00 PM,23.677
170,11/30/17 11:30:00 PM,23.677
171,12/01/17 12:00:00 AM,23.677
172,12/01/17 12:30:00 AM,23.677
173,12/01/17 01:00:00 AM,23.677
174,12/01/17 01:30:00 AM,23.581
175,12/01/17 02:00:00 AM,23.677
176,12/01/17 02:30:00 AM,23.677
177,12/01/17 03:00:00 AM,23.677
178,12/01/17 03:30:00 AM,23.677
179,12/01/17 04:00:00 AM,23.677
180,12/01/17 04:30:00 AM,23.677
181,12/01/17 05:00:00 AM,23.677
182,12/01/17 05:30:00 AM,23.677
183,12/01/17 06:00:00 AM,23.677
184,12/01/17 06:30:00 AM,23.677
185,12/01/17 07:00:00 AM,23.773
186,12/01/17 07:30:00 AM,23.773
187,12/01/17 08:00:00 AM,23.773
188,12/01/17 08:30:00 AM,23.773
189,12/01/17 09:00:00 AM,23.773
190,12/01/17 09:30:00 AM,23.773
191,12/01/17 10:00:00 AM,23.773
192,12/01/17 10:30:00 AM,23.773
193,12/01/17 11:00:00 AM,23.869
194,12/01/17 11:30:00 AM,23.869
195,12/01/17 12:00:00 PM,24.255
196,12/01/17 12:30:00 PM,24.641
197,12/01/17 01:00:00 PM,24.448
198,12/01/17 01:30:00 PM,24.158
199,12/01/17 02:00:00 PM,24.545
200,12/01/17 02:30:00 PM,24.835
201,12/01/17 03:00:00 PM,24.351
202,12/01/17 03:30:00 PM,24.062
203,12/01/17 04:00:00 PM,23.869
204,12/01/17 04:30:00 PM,23.869
205,12/01/17 05:00:00 PM,23.773
206,12/01/17 05:30:00 PM,23.773
207,12/01/17 06:00:00 PM,23.773
208,12/01/17 06:30:00 PM,23.773
209,12/01/17 07:00:00 PM,23.773
210,12/01/17 07:30:00 PM,23.773
211,12/01/17 08:00:00 PM,23.677
212,12/01/17 08:30:00 PM,23.677
213,12/01/17 09:00:00 PM,23.677
214,12/01/17 09:30:00 PM,23.581
215,12/01/17 10:00:00 PM,23.581
216,12/01/17 10:30:00 PM,23.581
217,12/01/17 11:00:00 PM,23.581
218,12/01/17 11:30:00 PM,23.581
219,12/02/17 12:00:00 AM,23.581
220,12/02/17 12:30:00 AM,23.581
221,12/02/17 01:00:00 AM,23.581
222,12/02/17 01:30:00 AM,23.581
223,12/02/17 02:00:00 AM,23.581
224,12/02/17 02:30:00 AM,23.581
225,12/02/17 03:00:00 AM,23.581
226,12/02/17 03:30:00 AM,23.581
227,12/02/17 04:00:00 AM,23.581
228,12/02/17 04:30:00 AM,23.581
229,12/02/17 05:00:00 AM,23.581
