Number,Date_Time,Temp
1,11/27/17 12:00:00 PM,24.158
2,11/27/17 12:30:00 PM,24.158
3,11/27/17 01:00:00 PM,24.255
4,11/27/17 01:30:00 PM,24.158
5,11/27/17 02:00:00 PM,24.255
6,11/27/17 02:30:00 PM,24.351
7,11/27/17 03:00:00 PM,24.255
8,11/27/17 03:30:00 PM,23.869
9,11/27/17 04:00:00 PM,23.869
10,11/27/17 04:30:00 PM,23.773
11,11/27/17 05:00:00 PM,23.677
12,11/27/17 05:30:00 PM,23.677
13,11/27/17 06:00:00 PM,23.581
14,11/27/17 06:30:00 PM,23.581
15,11/27/17 07:00:00 PM,23.581
16,11/27/17 07:30:00 PM,23.581
17,11/27/17 08:00:00 PM,23.484
18,11/27/17 08:30:00 PM,23.388
19,11/27/17 09:00:00 PM,23.292
20,11/27/17 09:30:00 PM,23.388
21,11/27/17 10:00:00 PM,23.388
22,11/27/17 10:30:00 PM,23.388
23,11/27/17 11:00:00 PM,23.388
24,11/27/17 11:30:00 PM,23.388
25,11/28/17 12:00:00 AM,23.292
26,11/28/17 12:30:00 AM,23.292
27,11/28/17 01:00:00 AM,23.292
28,11/28/17 01:30:00 AM,23.292
29,11/28/17 02:00:00 AM,23.292
30,11/28/17 02:30:00 AM,23.292
31,11/28/17 03:00:00 AM,23.292
32,11/28/17 03:30:00 AM,23.292
33,11/28/17 04:00:00 AM,23.292
34,11/28/17 04:30:00 AM,23.292
35,11/28/17 05:00:00 AM,23.292
36,11/28/17 05:30:00 AM,23.388
37,11/28/17 06:00:00 AM,23.292
38,11/28/17 06:30:00 AM,23.388
39,11/28/17 07:00:00 AM,23.484
40,11/28/17 07:30:00 AM,23.484
41,11/28/17 08:00:00 AM,23.581
42,11/28/17 08:30:00 AM,23.581
43,11/28/17 09:00:00 AM,23.581
44,11/28/17 09:30:00 AM,23.581
45,11/28/17 10:00:00 AM,23.581
46,11/28/17 10:30:00 AM,23.581
47,11/28/17 11:00:00 AM,23.581
48,11/28/17 11:30:00 AM,23.581
49,11/28/17 12:00:00 PM,23.581
50,11/28/17 12:30:00 PM,23.581
51,11/28/17 01:00:00 PM,23.869
52,11/28/17 01:30:00 PM,23.773
53,11/28/17 02:00:00 PM,23.869
54,11/28/17 02:30:00 PM,23.773
55,11/28/17 03:00:00 PM,23.773
56,11/28/17 03:30:00 PM,23.773
57,11/28/17 04:00:00 PM,23.677
58,11/28/17 04:30:00 PM,23.581
59,11/28/17 05:00:00 PM,23.581
60,11/28/17 05:30:00 PM,23.581
61,11/28/17 06:00:00 PM,23.581
62,11/28/17 06:30:00 PM,23.581
63,11/28/17 07:00:00 PM,23.581
64,11/28/17 07:30:00 PM,23.677
65,11/28/17 08:00:00 PM,23.581
66,11/28/17 08:30:00 PM,23.581
67,11/28/17 09:00:00 PM,23.581
68,11/28/17 09:30:00 PM,23.581
69,11/28/17 10:00:00 PM,23.581
70,11/28/17 10:30:00 PM,23.581
71,11/28/17 11:00:00 PM,23.677
72,11/28/17 11:30:00 PM,23.677
73,11/29/17 12:00:00 AM,23.677
74,11/29/17 12:30:00 AM,23.677
75,11/29/17 01:00:00 AM,23.677
76,11/29/17 01:30:00 AM,23.677
77,11/29/17 02:00:00 AM,23.677
78,11/29/17 02:30:00 AM,23.677
79,11/29/17 03:00:00 AM,23.677
80,11/29/17 03:30:00 AM,23.677
81,11/29/17 04:00:00 AM,23.677
82,11/29/17 04:30:00 AM,23.677
83,11/29/17 05:00:00 AM,23.677
84,11/29/17 05:30:00 AM,23.677
85,11/29/17 06:00:00 AM,23.677
86,11/29/17 06:30:00 AM,23.677
87,11/29/17 07:00:00 AM,23.773
88,11/29/17 07:30:00 AM,23.773
89,11/29/17 08:00:00 AM,23.773
90,11/29/17 08:30:00 AM,23.773
91,11/29/17 09:00:00 AM,23.773
92,11/29/17 09:30:00 AM,23.773
93,11/29/17 10:00:00 AM,23.773
94,11/29/17 10:30:00 AM,23.773
95,11/29/17 11:00:00 AM,23.869
96,11/29/17 11:30:00 AM,23.773
97,11/29/17 12:00:00 PM,24.158
98,11/29/17 12:30:00 PM,24.351
99,11/29/17 01:00:00 PM,24.545
100,11/29/17 01:30:00 PM,24.545
101,11/29/17 02:00:00 PM,24.641
102,11/29/17 02:30:00 PM,24.738
103,11/29/17 03:00:00 PM,24.738
104,11/29/17 03:30:00 PM,24.835
105,11/29/17 04:00:00 PM,24.835
106,11/29/17 04:30:00 PM,24.835
107,11/29/17 05:00:00 PM,24.738
108,11/29/17 05:30:00 PM,24.545
109,11/29/17 06:00:00 PM,24.062
110,11/29/17 06:30:00 PM,23.869
111,11/29/17 07:00:00 PM,23.773
112,11/29/17 07:30:00 PM,23.677
113,11/29/17 08:00:00 PM,23.581
114,11/29/17 08:30:00 PM,23.581
115,11/29/17 09:00:00 PM,23.581
116,11/29/17 09:30:00 PM,23.581
117,11/29/17 10:00:00 PM,23.581
118,11/29/17 10:30:00 PM,23.581
119,11/29/17 11:00:00 PM,23.581
120,11/29/17 11:30:00 PM,23.581
121,11/30/17 12:00:00 AM,23.581
122,11/30/17 12:30:00 AM,23.677
123,11/30/17 01:00:00 AM,23.677
124,11/30/17 01:30:00 AM,23.677
125,11/30/17 02:00:00 AM,23.677
126,11/30/17 02:30:00 AM,23.677
127,11/30/17 03:00:00 AM,23.677
128,11/30/17 03:30:00 AM,23.677
129,11/30/17 04:00:00 AM,23.677
130,11/30/17 04:30:00 AM,23.677
131,11/30/17 05:00:00 AM,23.581
132,11/30/17 05:30:00 AM,23.677
133,11/30/17 06:00:00 AM,23.677
134,11/30/17 06:30:00 AM,23.677
135,11/30/17 07:00:00 AM,23.677
136,11/30/17 07:30:00 AM,23.677
137,11/30/17 08:00:00 AM,23.581
138,11/30/17 08:30:00 AM,23.677
139,11/30/17 09:00:00 AM,23.677
140,11/30/17 09:30:00 AM,23.677
141,11/30/17 10:00:00 AM,23.773
142,11/30/17 10:30:00 AM,23.773
143,11/30/17 11:00:00 AM,24.062
144,11/30/17 11:30:00 AM,24.448
145,11/30/17 12:00:00 PM,24.351
146,11/30/17 12:30:00 PM,24.062
147,11/30/17 01:00:00 PM,23.966
148,11/30/17 01:30:00 PM,24.158
149,11/30/17 02:00:00 PM,24.545
150,11/30/17 02:30:00 PM,24.738
151,11/30/17 03:00:00 PM,24.351
152,11/30/17 03:30:00 PM,24.255
153,11/30/17 04:00:00 PM,24.641
154,11/30/17 04:30:00 PM,24.641
155,11/30/17 05:00:00 PM,24.158
156,11/30/17 05:30:00 PM,23.966
157,11/30/17 06:00:00 PM,23.677
158,11/30/17 06:30:00 PM,23.677
159,11/30/17 07:00:00 PM,23.581
160,11/30/17 07:30:00 PM,23.581
161,11/30/17 08:00:00 PM,23.581
162,11/30/17 08:30:00 PM,23.581
163,11/30/17 09:00:00 PM,23.581
164,11/30/17 09:30:00 PM,23.581
165,11/30/17 10:00:00 PM,23.581
166,11/30/17 10:30:00 PM,23.581
167,11/30/17 11:00:00 PM,23.581
168,11/30/17 11:30:00 PM,23.581
169,12/01/17 12:00:00 AM,23.581
170,12/01/17 12:30:00 AM,23.581
171,12/01/17 01:00:00 AM,23.581
172,12/01/17 01:30:00 AM,23.581
173,12/01/17 02:00:00 AM,23.581
174,12/01/17 02:30:00 AM,23.581
175,12/01/17 03:00:00 AM,23.581
176,12/01/17 03:30:00 AM,23.581
177,12/01/17 04:00:00 AM,23.677
178,12/01/17 04:30:00 AM,23.677
179,12/01/17 05:00:00 AM,23.677
180,12/01/17 05:30:00 AM,23.677
181,12/01/17 06:00:00 AM,23.677
182,12/01/17 06:30:00 AM,23.677
183,12/01/17 07:00:00 AM,23.677
184,12/01/17 07:30:00 AM,23.677
185,12/01/17 08:00:00 AM,23.677
186,12/01/17 08:30:00 AM,23.677
187,12/01/17 09:00:00 AM,23.677
188,12/01/17 09:30:00 AM,23.773
189,12/01/17 10:00:00 AM,23.773
190,12/01/17 10:30:00 AM,23.773
191,12/01/17 11:00:00 AM,23.773
192,12/01/17 11:30:00 AM,23.773
193,12/01/17 12:00:00 PM,24.351
194,12/01/17 12:30:00 PM,24.448
195,12/01/17 01:00:00 PM,24.448
196,12/01/17 01:30:00 PM,24.158
197,12/01/17 02:00:00 PM,24.351
198,12/01/17 02:30:00 PM,24.641
199,12/01/17 03:00:00 PM,24.351
200,12/01/17 03:30:00 PM,24.062
201,12/01/17 04:00:00 PM,23.869
202,12/01/17 04:30:00 PM,23.773
203,12/01/17 05:00:00 PM,23.677
204,12/01/17 05:30:00 PM,23.677
205,12/01/17 06:00:00 PM,23.677
206,12/01/17 06:30:00 PM,23.677
207,12/01/17 07:00:00 PM,23.581
208,12/01/17 07:30:00 PM,23.581
209,12/01/17 08:00:00 PM,23.581
210,12/01/17 08:30:00 PM,23.581
211,12/01/17 09:00:00 PM,23.581
212,12/01/17 09:30:00 PM,23.581
213,12/01/17 10:00:00 PM,23.581
214,12/01/17 10:30:00 PM,23.581
215,12/01/17 11:00:00 PM,23.581
216,12/01/17 11:30:00 PM,23.581
217,12/02/17 12:00:00 AM,23.581
218,12/02/17 12:30:00 AM,23.581
219,12/02/17 01:00:00 AM,23.581
220,12/02/17 01:30:00 AM,23.581
221,12/02/17 02:00:00 AM,23.581
222,12/02/17 02:30:00 AM,23.581
223,12/02/17 03:00:00 AM,23.581
224,12/02/17 03:30:00 AM,23.581
225,12/02/17 04:00:00 AM,23.581
226,12/02/17 04:30:00 AM,23.581
227,12/02/17 05:00:00 AM,23.581
228,12/02/17 05:30:00 AM,23.581
229,12/02/17 06:00:00 AM,23.484
230,12/02/17 06:30:00 AM,23.581
231,12/02/17 07:00:00 AM,23.581
232,12/02/17 07:30:00 AM,23.677
233,12/02/17 08:00:00 AM,23.677
234,12/02/17 08:30:00 AM,23.677
235,12/02/17 09:00:00 AM,23.677
236,12/02/17 09:30:00 AM,23.677
237,12/02/17 10:00:00 AM,23.677
238,12/02/17 10:30:00 AM,23.677
239,12/02/17 11:00:00 AM,23.677
240,12/02/17 11:30:00 AM,23.677
241,12/02/17 12:00:00 PM,23.677
242,12/02/17 12:30:00 PM,23.677
243,12/02/17 01:00:00 PM,23.677
244,12/02/17 01:30:00 PM,23.677
245,12/02/17 02:00:00 PM,23.677
246,12/02/17 02:30:00 PM,23.677
247,12/02/17 03:00:00 PM,23.677
248,12/02/17 03:30:00 PM,23.677
249,12/02/17 04:00:00 PM,23.773
250,12/02/17 04:30:00 PM,23.677
251,12/02/17 05:00:00 PM,23.677
252,12/02/17 05:30:00 PM,23.581
253,12/02/17 06:00:00 PM,23.581
254,12/02/17 06:30:00 PM,23.581
255,12/02/17 07:00:00 PM,23.581
256,12/02/17 07:30:00 PM,23.581
257,12/02/17 08:00:00 PM,23.581
258,12/02/17 08:30:00 PM,23.581
259,12/02/17 09:00:00 PM,23.581
260,12/02/17 09:30:00 PM,23.581
261,12/02/17 10:00:00 PM,23.581
262,12/02/17 10:30:00 PM,23.581
263,12/02/17 11:00:00 PM,23.581
264,12/02/17 11:30:00 PM,23.581
265,12/03/17 12:00:00 AM,23.581
266,12/03/17 12:30:00 AM,23.581
267,12/03/17 01:00:00 AM,23.581
268,12/03/17 01:30:00 AM,23.581
269,12/03/17 02:00:00 AM,23.581
270,12/03/17 02:30:00 AM,23.581
271,12/03/17 03:00:00 AM,23.581
272,12/03/17 03:30:00 AM,23.581
273,12/03/17 04:00:00 AM,23.581
274,12/03/17 04:30:00 AM,23.581
275,12/03/17 05:00:00 AM,23.581
276,12/03/17 05:30:00 AM,23.581
277,12/03/17 06:00:00 AM,23.581
278,12/03/17 06:30:00 AM,23.581
279,12/03/17 07:00:00 AM,23.581
280,12/03/17 07:30:00 AM,23.581
281,12/03/17 08:00:00 AM,23.677
282,12/03/17 08:30:00 AM,23.677
283,12/03/17 09:00:00 AM,23.677
284,12/03/17 09:30:00 AM,23.677
285,12/03/17 10:00:00 AM,23.677
286,12/03/17 10:30:00 AM,23.677
287,12/03/17 11:00:00 AM,23.677
288,12/03/17 11:30:00 AM,23.677
289,12/03/17 12:00:00 PM,23.677
290,12/03/17 12:30:00 PM,23.677
291,12/03/17 01:00:00 PM,23.677
292,12/03/17 01:30:00 PM,23.677
293,12/03/17 02:00:00 PM,23.677
294,12/03/17 02:30:00 PM,23.677
295,12/03/17 03:00:00 PM,23.677
296,12/03/17 03:30:00 PM,23.677
297,12/03/17 04:00:00 PM,23.677
298,12/03/17 04:30:00 PM,23.581
299,12/03/17 05:00:00 PM,23.581
300,12/03/17 05:30:00 PM,23.484
301,12/03/17 06:00:00 PM,23.484
302,12/03/17 06:30:00 PM,23.581
303,12/03/17 07:00:00 PM,23.581
304,12/03/17 07:30:00 PM,23.581
305,12/03/17 08:00:00 PM,23.581
306,12/03/17 08:30:00 PM,23.581
307,12/03/17 09:00:00 PM,23.581
308,12/03/17 09:30:00 PM,23.581
309,12/03/17 10:00:00 PM,23.581
310,12/03/17 10:30:00 PM,23.581
311,12/03/17 11:00:00 PM,23.581
312,12/03/17 11:30:00 PM,23.581
313,12/04/17 12:00:00 AM,23.484
314,12/04/17 12:30:00 AM,23.484
315,12/04/17 01:00:00 AM,23.484
316,12/04/17 01:30:00 AM,23.484
317,12/04/17 02:00:00 AM,23.484
318,12/04/17 02:30:00 AM,23.484
319,12/04/17 03:00:00 AM,23.484
320,12/04/17 03:30:00 AM,23.484
